329,Martin Maldonado,C
330,Salvador Perez,C
331,Danny Jansen,C
332,Sean Murphy,C
333,Kurt Suzuki,C
334,Chance Sisco,C
335,Roberto Perez(Cle),C
336,Max Stassi,C
337,Jason Castro,C
338,Kevin Plawecki,C
339,Mike Zunino,C
340,Mitch Garver,C
341,Jose Trevino,C
342,Austin Hedges,C
343,Luis Torrens,C
344,Ryan Jeffers,C
345,Cameron Gallagher,C
346,Anthony Bemboom,C
347,Grayson Greiner,C
348,Kyle Higashioka,C
349,Francisco Mejia,C
350,Reese McGuire,C
351,Jonah Heim,C
352,Kevan Smith,C
353,Sam Huff,C
354,Austin Allen,C
355,Alejandro Kirk,C
356,Meibrys Viloria,C
357,Beau Taylor,C
358,Zack Collins,C
359,Willians Astudillo,C
360,Garrett Stubbs,C
361,Yermin Mercedes,C
362,Tom Murphy,C
363,Jake Rogers,C
364,Aramis Garcia,C
365,Nick Ciuffo,C
366,Seby Zavala,C
367,Adley Rutschman,C
368,Connor Wong,C
369,Austin(round/1/2020/MLB/draft) Wells,C
370,Tyler(round/1/2020/MLB/draft) Soderstrom,C
371,Cal Raleigh,C
372,Gabriel Moreno,C
373,Ronaldo Hernandez,C
374,Jose Abreu,1B
375,Carlos Santana,1B
376,Matt Olson,1B
377,VladimirJr. Guerrero,1B
378,Luke Voit,1B
379,Miguel Cabrera,1B
380,Yuli Gurriel,1B
381,Jeimer Candelario,1B
382,Miguel Sano,1B
383,Evan White,1B
384,Hunter Dozier,1B
385,Albert Pujols,1B
386,Michael Chavis,1B
387,Ji-Man Choi,1B
388,Ryan O'Hearn,1B
389,Rowdy Tellez,1B
390,Jared Walsh,1B
391,Bobby Dalbec,1B
392,Ronald Guzman,1B
393,Ryan McBroom,1B
394,Mike Ford,1B
395,Nate Lowe,1B
396,Chris Davis,1B
397,Taylor Jones,1B
398,Seth Brown,1B
399,Trey Mancini,1B
400,Bobby Bradley,1B
401,Tyler Nevin,1B
402,Triston Casas,1B
403,Andrew Vaughn,1B
404,Aaron(round/1/2020/MLB/draft) Sabato,1B
405,Whit Merrifield,2B
406,Cavan Biggio,2B
407,Nick Solak,2B
408,Brandon Lowe,2B
409,DJ LeMahieu,2B
410,Jose Altuve,2B
411,Nicky Lopez,2B
412,Joey Wendle,2B
413,Dylan Moore,2B
414,Ty France,2B
415,Rougned Odor,2B
416,Shed Long,2B
417,Luis Arraez,2B
418,Danny Mendick,2B
419,Tony Kemp,2B
420,Nick Madrigal,2B
421,Luis Rengifo,2B
422,Mike Brosseau,2B
423,Chad Pinder,2B
424,Aledmys Diaz,2B
425,Harold Castro,2B
426,Christian Arroyo,2B
427,Thairo Estrada,2B
428,Franklin Barreto,2B
429,Ramon Urias,2B
430,Yolmer Sanchez,2B
431,Jahmai Jones,2B
432,Travis Blankenhorn,2B
433,Dustin Pedroia,2B
434,Sheldon Neuse,2B
435,Rylan Bannon,2B
436,Nick(round/1/2020/MLB/draft) Yorke,2B
437,Aaron Bracho,2B
438,Justin(round/1/2020/MLB/draft) Foscue,2B
439,Otto Lopez,2B
440,Vidal Brujan,2B
441,Xavier Edwards,2B
442,Jose Ramirez(Cle),3B
443,Rafael Devers,3B
444,Kyle Seager,3B
445,Anthony Rendon,3B
446,Yoan Moncada,3B
447,Rio Ruiz,3B
448,Yoshi Tsutsugo,3B
449,Alex Bregman,3B
450,Gio Urshela,3B
451,Matt Chapman,3B
452,Yandy Diaz,3B
453,Isaac Paredes,3B
454,Josh Donaldson,3B
455,Abraham Toro,3B
456,Miguel Andujar,3B
457,Matt Thaiss,3B
458,Sherten Apostel,3B
459,Kelvin Gutierrez,3B
460,Hudson Potts,3B
461,Jake Burger,3B
462,Nolan Jones,3B
463,Spencer(round/1/2020/MLB/draft) Torkelson,3B
464,Josh Jung,3B
465,Austin(round/1/2020/MLB/draft) Martin,3B
466,Kevin Padlo,3B
467,Adalberto Mondesi,SS
468,J.P. Crawford,SS
469,David Fletcher,SS
470,Isiah Kiner-Falefa,SS
471,Xander Bogaerts,SS
472,Jorge Polanco,SS
473,Tim Anderson,SS
474,Carlos Correa,SS
475,Willy Adames,SS
476,Niko Goodrum,SS
477,Gleyber Torres,SS
478,Jose Iglesias,SS
479,Pat Valaika,SS
480,Amed Rosario,SS
481,Willi Castro,SS
482,Andres Gimenez,SS
483,Bo Bichette,SS
484,Elvis Andrus,SS
485,Tyler Wade,SS
486,Jonathan Arauz,SS
487,Anderson Tejeda,SS
488,Vimael Machin,SS
489,Santiago Espinal,SS
490,Leury Garcia,SS
491,Sergio Alcantara,SS
492,Donovan Walton,SS
493,Yu Chang,SS
494,Nate Orf,SS
495,Richie Martin,SS
496,Richard Urena,SS
497,Gunnar Henderson,SS
498,Jordan(round/1A/2020/MLB/draft) Westburg,SS
499,Jeter Downs,SS
500,Kyren Paris,SS
501,Jeremiah Jackson,SS
502,Jose Rodriguez(ChA),SS
503,Tyler Freeman,SS
504,Carson(round/1/2020/MLB/draft) Tucker,SS
505,Gabriel Arias,SS
506,Zack Short,SS
507,Bobby Witt,SS
508,Lucius Fox,SS
509,Nick(round/1A/2020/MLB/draft) Loftin,SS
510,Nick Gordon,SS
511,Royce Lewis,SS
512,Oswald Peraza,SS
513,Logan Davidson,SS
514,Noelvi Marte,SS
515,Maximo Acosta,SS
516,Jordan Groshans,SS
517,Orelvis Martinez,SS
518,Freudis Nova,SS
519,Jeremy Pena,SS
520,Wander Franco,SS
521,Taylor Walls,SS
522,Alika(round/1A/2020/MLB/draft) Williams,SS
523,Kyle Lewis,OF
524,Mark Canha,OF
525,Mike Trout,OF
526,Franmil Reyes,OF
527,J.D. Martinez,OF
528,Randal Grichuk,OF
529,Kyle Tucker,OF
530,Joey Gallo,OF
531,Eloy Jimenez,OF
532,Luis Robert,OF
533,Lourdes Gurriel,OF
534,Alex Verdugo,OF
535,Ramon Laureano,OF
536,George Springer,OF
537,Victor Reyes,OF
538,Aaron Hicks,OF
539,Teoscar Hernandez,OF
540,Max Kepler,OF
541,Robbie Grossman,OF
542,Michael Brantley,OF
543,Adam Eaton,OF
544,Jorge Soler,OF
545,Stephen Piscotty,OF
546,Justin Upton,OF
547,Anthony Santander,OF
548,Kevin Kiermaier,OF
549,Clint Frazier,OF
550,Manuel Margot,OF
551,Austin Meadows,OF
552,Cedric Mullins,OF
553,Hunter Renfroe,OF
554,Ryan Mountcastle,OF
555,Byron Buxton,OF
556,Leody Taveras,OF
557,Austin Hays,OF
558,Jo Adell,OF
559,Jake Cave,OF
560,Jose Marmolejos,OF
561,Aaron Judge,OF
562,Mike Tauchman,OF
563,DJ Stewart,OF
564,Jacoby Jones,OF
565,Willie Calhoun,OF
566,Josh Naylor,OF
567,Taylor Ward,OF
568,Edward Olivares,OF
569,MichaelA. Taylor(KC),OF
570,Khris Davis,OF
571,David Dahl,OF
572,Christin Stewart(Det),OF
573,Giancarlo Stanton,OF
574,Adam Engel,OF
575,Oscar Mercado,OF
576,Jordan Luplow,OF
577,Myles Straw,OF
578,Randy Arozarena,OF
579,Brett Phillips,OF
580,Daz Cameron,OF
581,Sam Haggerty,OF
582,Andrew Benintendi,OF
583,Eli White,OF
584,Bradley Zimmer,OF
585,LaMonte Wade,OF
586,Franchy Cordero,OF
587,Derek Fisher,OF
588,Travis Demeritte,OF
589,Braden Bishop,OF
590,Jonathan Davis,OF
591,Jake Fraley,OF
592,Brent Rooker,OF
593,Nick Heath,OF
594,Daniel Johnson,OF
595,Derek Hill,OF
596,Yordan Alvarez,OF
597,Adolis Garcia,OF
598,Estevan Florial,OF
599,Luis Gonzalez,OF
600,Mitch Haniger,OF
601,Nick Williams,OF
602,Jake Bauers,OF
603,Dustin Fowler,OF
604,Chris Shaw,OF
605,Skye Bolt,OF
606,Yusniel Diaz,OF
607,Ryan McKenna,OF
608,Heston(round/1/2020/MLB/draft) Kjerstad,OF
609,Hudson(round/2/2020/MLB/draft) Haskin,OF
610,Marcus Wilson,OF
611,Gilberto Jimenez,OF
612,Jeisson Rosario,OF
613,Brandon Marsh,OF
614,Jordyn Adams,OF
615,Alexander Ramirez,OF
616,Blake Rutherford,OF
617,Micker(Zapata) Adolfo,OF
618,George Valera,OF
619,Riley Greene,OF
620,Akil Baddoo,OF
621,Khalil Lee,OF
622,Erick Pena,OF
623,Alex Kirilloff,OF
624,Trevor Larnach,OF
625,Misael Urbina,OF
